filename	round2plate	round1index	well	plate	group	donor	recipient
16S-B-D5-L3	B	3	D5	e0059-C-5	e0059	XFB-029	lachn-dropped-half_2-2
16S-B-E5-L3	B	3	E5	e0059-C-5	e0059	XFB-029	bacte-dropped-half_1-2
16S-B-F5-L3	B	3	F5	e0059-C-5	e0059	XFB-029	lachn-dropped-half_1-2
16S-B-G5-L3	B	3	G5	e0059-C-5	e0059	XFB-029	rumin-dropped-half_1-2
16S-B-H5-L3	B	3	H5	e0059-C-5	e0059	XFB-029	lachn-dropped-half_2-2
16S-B-A6-L3	B	3	A6	e0059-C-5	e0059	XGB-029	bacte-dropped-half_2-2
16S-B-B6-L3	B	3	B6	e0059-C-5	e0059	XGB-029	lachn-dropped-half_1-2
16S-B-C6-L3	B	3	C6	e0059-C-5	e0059	XGB-029	rumin-dropped-half_1-2
16S-B-D6-L3	B	3	D6	e0059-C-5	e0059	XGB-029	lachn-dropped-half_2-2
16S-B-E6-L3	B	3	E6	e0059-C-5	e0059	XGB-029	bacte-dropped-half_1-2
16S-B-F6-L3	B	3	F6	e0059-C-5	e0059	XGB-029	lachn-dropped-half_1-2
16S-B-G6-L3	B	3	G6	e0059-C-5	e0059	XGB-029	rumin-dropped-half_1-2
16S-B-H6-L3	B	3	H6	e0059-C-5	e0059	XGB-029	lachn-dropped-half_2-2
16S-B-A7-L3	B	3	A7	e0059-C-5	e0059	XHB-029	bacte-dropped-half_2-2
16S-B-B7-L3	B	3	B7	e0059-C-5	e0059	XHB-029	lachn-dropped-half_1-2
16S-B-C7-L3	B	3	C7	e0059-C-5	e0059	XHB-029	rumin-dropped-half_1-2
16S-B-D7-L3	B	3	D7	e0059-C-5	e0059	XHB-029	lachn-dropped-half_2-2
16S-B-E7-L3	B	3	E7	e0059-C-5	e0059	XHB-029	bacte-dropped-half_1-2
16S-B-F7-L3	B	3	F7	e0059-C-5	e0059	XHB-029	lachn-dropped-half_1-2
16S-B-G7-L3	B	3	G7	e0059-C-5	e0059	XHB-029	rumin-dropped-half_1-2
16S-B-H7-L3	B	3	H7	e0059-C-5	e0059	XHB-029	lachn-dropped-half_2-2
16S-B-A8-L3	B	3	A8	e0059-C-5	e0059	XIB-029	bacte-dropped-half_2-2
16S-B-B8-L3	B	3	B8	e0059-C-5	e0059	XIB-029	lachn-dropped-half_1-2
16S-B-C8-L3	B	3	C8	e0059-C-5	e0059	XIB-029	rumin-dropped-half_1-2
16S-B-D8-L3	B	3	D8	e0059-C-5	e0059	XIB-029	lachn-dropped-half_2-2
16S-B-E8-L3	B	3	E8	e0059-C-5	e0059	XIB-029	bacte-dropped-half_1-2
16S-B-F8-L3	B	3	F8	e0059-C-5	e0059	XIB-029	lachn-dropped-half_1-2
16S-B-G8-L3	B	3	G8	e0059-C-5	e0059	XIB-029	rumin-dropped-half_1-2
16S-B-H8-L3	B	3	H8	e0059-C-5	e0059	XIB-029	lachn-dropped-half_2-2
16S-B-A9-L3	B	3	A9	e0059-C-5	e0059	XJB-029	bacte-dropped-half_2-2
16S-B-B9-L3	B	3	B9	e0059-C-5	e0059	XJB-029	lachn-dropped-half_1-2
16S-B-C9-L3	B	3	C9	e0059-C-5	e0059	XJB-029	rumin-dropped-half_1-2
16S-B-D9-L3	B	3	D9	e0059-C-5	e0059	XJB-029	lachn-dropped-half_2-2
16S-B-E9-L3	B	3	E9	e0059-C-5	e0059	XJB-029	bacte-dropped-half_1-2
16S-B-F9-L3	B	3	F9	e0059-C-5	e0059	XJB-029	lachn-dropped-half_1-2
16S-B-G9-L3	B	3	G9	e0059-C-5	e0059	XJB-029	rumin-dropped-half_1-2
16S-B-H9-L3	B	3	H9	e0059-C-5	e0059	XJB-029	lachn-dropped-half_2-2
16S-B-A10-L3	B	3	A10	e0059-C-5	e0059	XKB-029	bacte-dropped-half_2-2
16S-B-B10-L3	B	3	B10	e0059-C-5	e0059	XKB-029	lachn-dropped-half_1-2
16S-B-C10-L3	B	3	C10	e0059-C-5	e0059	XKB-029	rumin-dropped-half_1-2
16S-B-D10-L3	B	3	D10	e0059-C-5	e0059	XKB-029	lachn-dropped-half_2-2
16S-B-E10-L3	B	3	E10	e0059-C-5	e0059	XKB-029	bacte-dropped-half_1-2
16S-B-F10-L3	B	3	F10	e0059-C-5	e0059	XKB-029	lachn-dropped-half_1-2
16S-B-G10-L3	B	3	G10	e0059-C-5	e0059	XKB-029	rumin-dropped-half_1-2
16S-B-H10-L3	B	3	H10	e0059-C-5	e0059	XKB-029	lachn-dropped-half_2-2
16S-B-A11-L3	B	3	A11	e0059-C-5	e0059	super-community	bacte-dropped-half_2-2
16S-B-B11-L3	B	3	B11	e0059-C-5	e0059	super-community	lachn-dropped-half_1-2
16S-B-C11-L3	B	3	C11	e0059-C-5	e0059	super-community	rumin-dropped-half_1-2
16S-B-D11-L3	B	3	D11	e0059-C-5	e0059	super-community	lachn-dropped-half_2-2
16S-B-E11-L3	B	3	E11	e0059-C-5	e0059	super-community	bacte-dropped-half_1-2
16S-B-F11-L3	B	3	F11	e0059-C-5	e0059	super-community	lachn-dropped-half_1-2
16S-B-G11-L3	B	3	G11	e0059-C-5	e0059	super-community	rumin-dropped-half_1-2
16S-B-H11-L3	B	3	H11	e0059-C-5	e0059	super-community	lachn-dropped-half_2-2
16S-B-A12-L3	B	3	A12	e0059-C-5	e0059	blank	bacte-dropped-half_2-2
16S-B-B12-L3	B	3	B12	e0059-C-5	e0059	blank	lachn-dropped-half_1-2
16S-B-C12-L3	B	3	C12	e0059-C-5	e0059	blank	rumin-dropped-half_1-2
16S-B-D12-L3	B	3	D12	e0059-C-5	e0059	blank	lachn-dropped-half_2-2
16S-B-E12-L3	B	3	E12	e0059-C-5	e0059	blank	bacte-dropped-half_1-2
16S-B-F12-L3	B	3	F12	e0059-C-5	e0059	blank	lachn-dropped-half_1-2
16S-B-G12-L3	B	3	G12	e0059-C-5	e0059	blank	rumin-dropped-half_1-2
16S-B-H12-L3	B	3	H12	e0059-C-5	e0059	blank	lachn-dropped-half_2-2
