"level" "taxa" "taxashort" "hex" "R" "G" "B"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.Other" "Betaproteobacteria;Other" "#B900CA" "0.724137931034483" "0" "0.793103448275862"
"4" "Bacteria.Proteobacteria.Betaproteobacteria." "" "#FFDC72" "1" "0.862068965517241" "0.448275862068966"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.ASSO-13" "ASSO-13" "#1223B9" "0.0689655172413793" "0.137931034482759" "0.724137931034483"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales" "Burkholderiales" "#A7006A" "0.655172413793103" "0" "0.413793103448276"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.Ellin6067" "Ellin6067" "#9E726A" "0.620689655172414" "0.448275862068966" "0.413793103448276"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.Gallionellales" "Gallionellales" "#1AB9CA" "0.103448275862069" "0.724137931034483" "0.793103448275862"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.IS-44" "IS-44" "#002C23" "0" "0.172413793103448" "0.137931034482759"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.MND1" "MND1" "#958D4F" "0.586206896551724" "0.551724137931034" "0.310344827586207"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.Methylophilales" "Methylophilales" "#B0D309" "0.689655172413793" "0.827586206896552" "0.0344827586206897"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.Neisseriales" "Neisseriales" "#B94635" "0.724137931034483" "0.275862068965517" "0.206896551724138"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.Rhodocyclales" "Rhodocyclales" "#0072FF" "0" "0.448275862068966" "1"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.SC-I-84" "SC-I-84" "#FFF600" "1" "0.96551724137931" "0"
"4" "Bacteria.Proteobacteria.Betaproteobacteria.Thiobacterales" "Thiobacterales" "#61A7CA" "0.379310344827586" "0.655172413793103" "0.793103448275862"
"4" "Bacteria.Proteobacteria.Deltaproteobacteria." "" "#58D39E" "0.344827586206897" "0.827586206896552" "0.620689655172414"
"4" "Bacteria.Proteobacteria.Deltaproteobacteria.Bdellovibrionales" "Bdellovibrionales" "#7246C1" "0.448275862068966" "0.275862068965517" "0.758620689655172"
"4" "Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales" "Desulfovibrionales" "#8DCAB9" "0.551724137931034" "0.793103448275862" "0.724137931034483"
"4" "Bacteria.Proteobacteria.Deltaproteobacteria.MIZ46" "MIZ46" "#123561" "0.0689655172413793" "0.206896551724138" "0.379310344827586"
"4" "Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales" "Myxococcales" "#84FF00" "0.517241379310345" "1" "0"
"4" "Bacteria.Proteobacteria.Deltaproteobacteria.Spirobacillales" "Spirobacillales" "#466A7B" "0.275862068965517" "0.413793103448276" "0.482758620689655"
"4" "Bacteria.Proteobacteria.Deltaproteobacteria.Syntrophobacterales" "Syntrophobacterales" "#002384" "0" "0.137931034482759" "0.517241379310345"
"4" "Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales" "Campylobacterales" "#46003E" "0.275862068965517" "0" "0.241379310344828"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales" "Aeromonadales" "#B04F95" "0.689655172413793" "0.310344827586207" "0.586206896551724"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales" "Alteromonadales" "#C14FFF" "0.758620689655172" "0.310344827586207" "1"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Chromatiales" "Chromatiales" "#D3FF8D" "0.827586206896552" "1" "0.551724137931034"
"4" "Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales" "Enterobacteriales" "#091A58" "0.0344827586206897" "0.103448275862069" "0.344827586206897"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Legionellales" "Legionellales" "#3E463E" "0.241379310344828" "0.275862068965517" "0.241379310344828"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales" "Oceanospirillales" "#615895" "0.379310344827586" "0.344827586206897" "0.586206896551724"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales" "Pasteurellales" "#F6A78D" "0.96551724137931" "0.655172413793103" "0.551724137931034"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales" "Pseudomonadales" "#F67BFF" "0.96551724137931" "0.482758620689655" "1"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Salinisphaerales" "Salinisphaerales" "#E5FFDC" "0.896551724137931" "1" "0.862068965517241"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales" "Vibrionales" "#FFB0CA" "1" "0.689655172413793" "0.793103448275862"
"4" "Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales" "Xanthomonadales" "#7B4672" "0.482758620689655" "0.275862068965517" "0.448275862068966"
"4" "Bacteria.Spirochaetes.Spirochaetes.Spirochaetales" "Spirochaetales" "#B97BFF" "0.724137931034483" "0.482758620689655" "1"
"4" "Bacteria.TM6.SJA-4." "" "#619E00" "0.379310344827586" "0.620689655172414" "0"
"4" "Bacteria.Tenericutes.Mollicutes.Acholeplasmatales" "Acholeplasmatales" "#FFB000" "1" "0.689655172413793" "0"
"4" "Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales" "Anaeroplasmatales" "#2C1209" "0.172413793103448" "0.0689655172413793" "0.0344827586206897"
"4" "Bacteria.Tenericutes.Mollicutes.RF39" "RF39" "#58FF4F" "0.344827586206897" "1" "0.310344827586207"
"4" "Bacteria.Tenericutes.RF3.ML615J-28" "ML615J-28" "#D3CAD3" "0.827586206896552" "0.793103448275862" "0.827586206896552"
"4" "Bacteria.Verrucomicrobia.Opitutae.Opitutales" "Opitutales" "#B07B12" "0.689655172413793" "0.482758620689655" "0.0689655172413793"
"4" "Bacteria.Verrucomicrobia.Opitutae.[Cerasicoccales]" "[Cerasicoccales]" "#843509" "0.517241379310345" "0.206896551724138" "0.0344827586206897"
"4" "Bacteria.Verrucomicrobia.Verruco-5.WCHB1-41" "WCHB1-41" "#2C8423" "0.172413793103448" "0.517241379310345" "0.137931034482759"
"4" "Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales" "Verrucomicrobiales" "#6A1223" "0.413793103448276" "0.0689655172413793" "0.137931034482759"
"4" "Bacteria.Verrucomicrobia.[Pedosphaerae].[Pedosphaerales]" "[Pedosphaerales]" "#723EFF" "0.448275862068966" "0.241379310344828" "1"
"4" "Bacteria.Verrucomicrobia.[Spartobacteria].[Chthoniobacterales]" "[Chthoniobacterales]" "#2C2335" "0.172413793103448" "0.137931034482759" "0.206896551724138"
"4" "Bacteria.[Thermi].Deinococci.Deinococcales" "Deinococcales" "#46B0F6" "0.275862068965517" "0.689655172413793" "0.96551724137931"
"4" "Bacteria.[Thermi].Deinococci.Thermales" "Thermales" "#35E58D" "0.206896551724138" "0.896551724137931" "0.551724137931034"
"5" "Unassigned.Other.Other.Other.Other" "Unassigned;Other;Other;Other;Other" "#000000" "0" "0" "0"
"5" "Archaea.Crenarchaeota.Thaumarchaeota.Nitrososphaerales.Nitrososphaeraceae" "Nitrososphaeraceae" "#FF0000" "1" "0" "0"
"5" "Archaea.Euryarchaeota.Halobacteria.Halobacteriales.Halobacteriaceae" "Halobacteriaceae" "#00FF00" "0" "1" "0"
"5" "Archaea.Euryarchaeota.Methanobacteria.Methanobacteriales.Methanobacteriaceae" "Methanobacteriaceae" "#00002C" "0" "0" "0.172413793103448"
"5" "Archaea.Euryarchaeota.Thermoplasmata.E2.[Methanomassiliicoccaceae]" "[Methanomassiliicoccaceae]" "#FF1AB9" "1" "0.103448275862069" "0.724137931034483"
"5" "Bacteria.Acidobacteria.Acidobacteria-6.CCU21." "" "#FFD300" "1" "0.827586206896552" "0"
"5" "Bacteria.Acidobacteria.Acidobacteria-6.iii1-15." "" "#005800" "0" "0.344827586206897" "0"
"5" "Bacteria.Acidobacteria.Acidobacteria-6.iii1-15.mb2424" "mb2424" "#8484FF" "0.517241379310345" "0.517241379310345" "1"
"5" "Bacteria.Acidobacteria.Acidobacteriia.Acidobacteriales.Acidobacteriaceae" "Acidobacteriaceae" "#9E4F46" "0.620689655172414" "0.310344827586207" "0.275862068965517"
"5" "Bacteria.Acidobacteria.Solibacteres.Solibacterales." "" "#00FFC1" "0" "1" "0.758620689655172"
"5" "Bacteria.Acidobacteria.Solibacteres.Solibacterales.Solibacteraceae" "Solibacteraceae" "#008495" "0" "0.517241379310345" "0.586206896551724"
"5" "Bacteria.Acidobacteria.Sva0725.Sva0725." "" "#00007B" "0" "0" "0.482758620689655"
"5" "Bacteria.Acidobacteria.[Chloracidobacteria].11-24." "" "#95D34F" "0.586206896551724" "0.827586206896552" "0.310344827586207"
"5" "Bacteria.Acidobacteria.[Chloracidobacteria].DS-100." "" "#F69EDC" "0.96551724137931" "0.620689655172414" "0.862068965517241"
"5" "Bacteria.Acidobacteria.[Chloracidobacteria].RB41.Ellin6075" "Ellin6075" "#D312FF" "0.827586206896552" "0.0689655172413793" "1"
"5" "Bacteria.Acidobacteria.iii1-8.DS-18." "" "#7B1A6A" "0.482758620689655" "0.103448275862069" "0.413793103448276"
"5" "Bacteria.Actinobacteria.Acidimicrobiia.Acidimicrobiales." "" "#F61261" "0.96551724137931" "0.0689655172413793" "0.379310344827586"
"5" "Bacteria.Actinobacteria.Acidimicrobiia.Acidimicrobiales.C111" "C111" "#FFC184" "1" "0.758620689655172" "0.517241379310345"
"5" "Bacteria.Actinobacteria.Acidimicrobiia.Acidimicrobiales.Iamiaceae" "Iamiaceae" "#232309" "0.137931034482759" "0.137931034482759" "0.0344827586206897"
"5" "Bacteria.Actinobacteria.Acidimicrobiia.Acidimicrobiales.Microthrixaceae" "Microthrixaceae" "#8DA77B" "0.551724137931034" "0.655172413793103" "0.482758620689655"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Other" "Actinomycetales;Other" "#F68409" "0.96551724137931" "0.517241379310345" "0.0344827586206897"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales." "" "#847200" "0.517241379310345" "0.448275862068966" "0"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.ACK-M1" "ACK-M1" "#72F6FF" "0.448275862068966" "0.96551724137931" "1"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Actinomycetaceae" "Actinomycetaceae" "#9EC1FF" "0.620689655172414" "0.758620689655172" "1"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Beutenbergiaceae" "Beutenbergiaceae" "#72617B" "0.448275862068966" "0.379310344827586" "0.482758620689655"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Bogoriellaceae" "Bogoriellaceae" "#9E0000" "0.620689655172414" "0" "0"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Brevibacteriaceae" "Brevibacteriaceae" "#004FFF" "0" "0.310344827586207" "1"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Cellulomonadaceae" "Cellulomonadaceae" "#004695" "0" "0.275862068965517" "0.586206896551724"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Corynebacteriaceae" "Corynebacteriaceae" "#0A0A0A" "0.0384615384615385" "0.0384615384615385" "0.0384615384615385"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermabacteraceae" "Dermabacteraceae" "#B94FD3" "0.724137931034483" "0.310344827586207" "0.827586206896552"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermacoccaceae" "Dermacoccaceae" "#3E001A" "0.241379310344828" "0" "0.103448275862069"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermatophilaceae" "Dermatophilaceae" "#EDFFB0" "0.931034482758621" "1" "0.689655172413793"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dietziaceae" "Dietziaceae" "#FF7B61" "1" "0.482758620689655" "0.379310344827586"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Frankiaceae" "Frankiaceae" "#46FF7B" "0.275862068965517" "1" "0.482758620689655"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Geodermatophilaceae" "Geodermatophilaceae" "#12A761" "0.0689655172413793" "0.655172413793103" "0.379310344827586"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Glycomycetaceae" "Glycomycetaceae" "#D3A7A7" "0.827586206896552" "0.655172413793103" "0.655172413793103"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Gordoniaceae" "Gordoniaceae" "#D34F84" "0.827586206896552" "0.310344827586207" "0.517241379310345"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae" "Intrasporangiaceae" "#6A00C1" "0.413793103448276" "0" "0.758620689655172"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Kineosporiaceae" "Kineosporiaceae" "#2C6146" "0.172413793103448" "0.379310344827586" "0.275862068965517"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae" "Microbacteriaceae" "#0095F6" "0" "0.586206896551724" "0.96551724137931"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae" "Micrococcaceae" "#093E4F" "0.0344827586206897" "0.241379310344828" "0.310344827586207"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae" "Micromonosporaceae" "#A75809" "0.655172413793103" "0.344827586206897" "0.0344827586206897"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Mycobacteriaceae" "Mycobacteriaceae" "#72613E" "0.448275862068966" "0.379310344827586" "0.241379310344828"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nakamurellaceae" "Nakamurellaceae" "#099500" "0.0344827586206897" "0.586206896551724" "0"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardiaceae" "Nocardiaceae" "#9E6AB9" "0.620689655172414" "0.413793103448276" "0.724137931034483"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae" "Nocardioidaceae" "#FFFF72" "1" "1" "0.448275862068966"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardiopsaceae" "Nocardiopsaceae" "#A7F6CA" "0.655172413793103" "0.96551724137931" "0.793103448275862"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae" "Promicromonosporaceae" "#95B0B9" "0.586206896551724" "0.689655172413793" "0.724137931034483"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Propionibacteriaceae" "Propionibacteriaceae" "#B0B009" "0.689655172413793" "0.689655172413793" "0.0344827586206897"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae" "Pseudonocardiaceae" "#2C004F" "0.172413793103448" "0" "0.310344827586207"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Sporichthyaceae" "Sporichthyaceae" "#00CAFF" "0" "0.793103448275862" "1"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Streptomycetaceae" "Streptomycetaceae" "#4F2300" "0.310344827586207" "0.137931034482759" "0"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Thermomonosporaceae" "Thermomonosporaceae" "#00B9A7" "0" "0.724137931034483" "0.655172413793103"
"5" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Yaniellaceae" "Yaniellaceae" "#9E0035" "0.620689655172414" "0" "0.206896551724138"
"5" "Bacteria.Actinobacteriota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae" "Bifidobacteriaceae" "#4F7BB0" "0.310344827586207" "0.482758620689655" "0.689655172413793"
"5" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae" "Coriobacteriaceae" "#141414" "0.0769230769230769" "0.0769230769230769" "0.0769230769230769"
"5" "Bacteria.Actinobacteria.MB-A2-108.." "" "#58D300" "0.344827586206897" "0.827586206896552" "0"
"5" "Bacteria.Actinobacteria.MB-A2-108.0319-7L14." "" "#729535" "0.448275862068966" "0.586206896551724" "0.206896551724138"
"5" "Bacteria.Actinobacteria.Nitriliruptoria.Euzebyales.Euzebyaceae" "Euzebyaceae" "#E5A735" "0.896551724137931" "0.655172413793103" "0.206896551724138"
"5" "Bacteria.Actinobacteria.Nitriliruptoria.Nitriliruptorales.Nitriliruptoraceae" "Nitriliruptoraceae" "#F68D95" "0.96551724137931" "0.551724137931034" "0.586206896551724"
"5" "Bacteria.Actinobacteria.Rubrobacteria.Rubrobacterales.Rubrobacteraceae" "Rubrobacteraceae" "#6A128D" "0.413793103448276" "0.0689655172413793" "0.551724137931034"
"5" "Bacteria.Actinobacteria.Thermoleophilia.Gaiellales.AK1AB1_02E" "AK1AB1_02E" "#E561C1" "0.896551724137931" "0.379310344827586" "0.758620689655172"
"5" "Bacteria.Actinobacteria.Thermoleophilia.Gaiellales.Gaiellaceae" "Gaiellaceae" "#EDD3FF" "0.931034482758621" "0.827586206896552" "1"
"5" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales." "" "#9EFF9E" "0.620689655172414" "1" "0.620689655172414"
"5" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Conexibacteraceae" "Conexibacteraceae" "#FF4FF6" "1" "0.310344827586207" "0.96551724137931"
"5" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Patulibacteraceae" "Patulibacteraceae" "#9561FF" "0.586206896551724" "0.379310344827586" "1"
"5" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Solirubrobacteraceae" "Solirubrobacteraceae" "#C1B961" "0.758620689655172" "0.724137931034483" "0.379310344827586"
"5" "Bacteria.Armatimonadetes.Armatimonadia.Armatimonadales.Armatimonadaceae" "Armatimonadaceae" "#ED2C35" "0.931034482758621" "0.172413793103448" "0.206896551724138"
"5" "Bacteria.Armatimonadetes.Chthonomonadetes.Chthonomonadales.Chthonomonadaceae" "Chthonomonadaceae" "#B06A84" "0.689655172413793" "0.413793103448276" "0.517241379310345"
"5" "Bacteria.Armatimonadetes.[Fimbriimonadia].[Fimbriimonadales].[Fimbriimonadaceae]" "[Fimbriimonadaceae]" "#462C58" "0.275862068965517" "0.172413793103448" "0.344827586206897"
"5" "Bacteria.BRC1.PRR-11.." "" "#B98458" "0.724137931034483" "0.517241379310345" "0.344827586206897"
"5" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Other" "Bacteroidales;Other" "#8D09FF" "0.551724137931034" "0.0344827586206897" "1"
"5" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales." "" "#464F00" "0.275862068965517" "0.310344827586207" "0"
"5" "Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidaceae" "Bacteroidaceae" "#FFA849" "1" "0.658823529411765" "0.286274509803922"
"5" "Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae" "Marinilabiaceae" "#E595FF" "0.896551724137931" "0.586206896551724" "1"
"5" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae" "Porphyromonadaceae" "#28CCF1" "0.156862745098039" "0.8" "0.945098039215686"
"5" "Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae" "Prevotellaceae" "#AD0505" "0.6784" "0.02" "0.02"
"5" "Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae" "Rikenellaceae" "#E7298A" "0.905882352941176" "0.16078431372549" "0.541176470588235"
"5" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.S24-7" "S24-7" "#AE4DA8" "0.682352941176471" "0.301960784313725" "0.658823529411765"
"5" "Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Barnesiellaceae" "[Barnesiellaceae]" "#6A0000" "0.413793103448276" "0" "0"
"5" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Odoribacteraceae]" "[Odoribacteraceae]" "#333399" "0.2" "0.2" "0.6"
"5" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Paraprevotellaceae]" "[Paraprevotellaceae]" "#A795C1" "0.655172413793103" "0.586206896551724" "0.758620689655172"
"5" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales." "" "#842C4F" "0.517241379310345" "0.172413793103448" "0.310344827586207"
"5" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cyclobacteriaceae" "Cyclobacteriaceae" "#727B72" "0.448275862068966" "0.482758620689655" "0.448275862068966"
"5" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae" "Cytophagaceae" "#DC4600" "0.862068965517241" "0.275862068965517" "0"
"5" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Flammeovirgaceae" "Flammeovirgaceae" "#093500" "0.0344827586206897" "0.206896551724138" "0"
"5" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Cryomorphaceae" "Cryomorphaceae" "#95CA7B" "0.586206896551724" "0.793103448275862" "0.482758620689655"
"5" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae" "Flavobacteriaceae" "#0012D3" "0" "0.0689655172413793" "0.827586206896552"
"5" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.[Weeksellaceae]" "[Weeksellaceae]" "#B9EDFF" "0.724137931034483" "0.931034482758621" "1"
"5" "Bacteria.Bacteroidetes.Sphingobacteriia.Sphingobacteriales." "" "#583E95" "0.344827586206897" "0.241379310344828" "0.586206896551724"
"5" "Bacteria.Bacteroidetes.Sphingobacteriia.Sphingobacteriales.Sphingobacteriaceae" "Sphingobacteriaceae" "#468446" "0.275862068965517" "0.517241379310345" "0.275862068965517"
"5" "Bacteria.Bacteroidetes.[Rhodothermi].[Rhodothermales].Rhodothermaceae" "Rhodothermaceae" "#B0FF4F" "0.689655172413793" "1" "0.310344827586207"
"5" "Bacteria.Bacteroidetes.[Rhodothermi].[Rhodothermales].[Balneolaceae]" "[Balneolaceae]" "#46CA58" "0.275862068965517" "0.793103448275862" "0.344827586206897"
"5" "Bacteria.Bacteroidetes.[Saprospirae].[Saprospirales].Chitinophagaceae" "Chitinophagaceae" "#E5586A" "0.896551724137931" "0.344827586206897" "0.413793103448276"
"5" "Bacteria.Bacteroidetes.[Saprospirae].[Saprospirales].Saprospiraceae" "Saprospiraceae" "#ED8D46" "0.931034482758621" "0.551724137931034" "0.275862068965517"
"5" "Bacteria.Chlamydiae.Chlamydiia.Chlamydiales." "" "#7B4F12" "0.482758620689655" "0.310344827586207" "0.0689655172413793"
"5" "Bacteria.Chlamydiae.Chlamydiia.Chlamydiales.Parachlamydiaceae" "Parachlamydiaceae" "#6172CA" "0.379310344827586" "0.448275862068966" "0.793103448275862"
"5" "Bacteria.Chloroflexi.Anaerolineae.Anaerolineales.Anaerolinaceae" "Anaerolinaceae" "#00FFED" "0" "1" "0.931034482758621"
"5" "Bacteria.Chloroflexi.Anaerolineae.Ardenscatenales.Ardenscatenaceae" "Ardenscatenaceae" "#4F9584" "0.310344827586207" "0.586206896551724" "0.517241379310345"
"5" "Bacteria.Chloroflexi.Anaerolineae.Caldilineales.Caldilineaceae" "Caldilineaceae" "#B900CA" "0.724137931034483" "0" "0.793103448275862"
"5" "Bacteria.Chloroflexi.Anaerolineae.DRC31." "" "#FFDC72" "1" "0.862068965517241" "0.448275862068966"
"5" "Bacteria.Chloroflexi.Anaerolineae.GCA004." "" "#1223B9" "0.0689655172413793" "0.137931034482759" "0.724137931034483"
"5" "Bacteria.Chloroflexi.Anaerolineae.SBR1031.A4b" "A4b" "#A7006A" "0.655172413793103" "0" "0.413793103448276"
"5" "Bacteria.Chloroflexi.Chloroflexi.AKIW781." "" "#9E726A" "0.620689655172414" "0.448275862068966" "0.413793103448276"
"5" "Bacteria.Chloroflexi.Chloroflexi.Chloroflexales.Other" "Chloroflexales;Other" "#1AB9CA" "0.103448275862069" "0.724137931034483" "0.793103448275862"
"5" "Bacteria.Chloroflexi.Chloroflexi.Chloroflexales.Chloroflexaceae" "Chloroflexaceae" "#002C23" "0" "0.172413793103448" "0.137931034482759"
"5" "Bacteria.Chloroflexi.Chloroflexi.[Roseiflexales]." "" "#958D4F" "0.586206896551724" "0.551724137931034" "0.310344827586207"
"5" "Bacteria.Chloroflexi.Ellin6529.." "" "#B0D309" "0.689655172413793" "0.827586206896552" "0.0344827586206897"
"5" "Bacteria.Chloroflexi.Gitt-GS-136.." "" "#B94635" "0.724137931034483" "0.275862068965517" "0.206896551724138"
"5" "Bacteria.Chloroflexi.S085.." "" "#0072FF" "0" "0.448275862068966" "1"
"5" "Bacteria.Chloroflexi.TK10.Other.Other" "TK10;Other;Other" "#FFF600" "1" "0.96551724137931" "0"
"5" "Bacteria.Chloroflexi.Thermomicrobia.." "" "#61A7CA" "0.379310344827586" "0.655172413793103" "0.793103448275862"
"5" "Bacteria.Chloroflexi.Thermomicrobia.JG30-KF-CM45." "" "#58D39E" "0.344827586206897" "0.827586206896552" "0.620689655172414"
"5" "Bacteria.Chloroflexi.Thermomicrobia.Sphaerobacterales." "" "#7246C1" "0.448275862068966" "0.275862068965517" "0.758620689655172"
"5" "Bacteria.Cyanobacteria.4C0d-2.MLE1-12." "" "#8DCAB9" "0.551724137931034" "0.793103448275862" "0.724137931034483"
"5" "Bacteria.Cyanobacteria.4C0d-2.YS2." "" "#E7C947" "0.9059" "0.7882" "0.2784"
"5" "Bacteria.Cyanobacteria.Chloroplast.." "" "#84FF00" "0.517241379310345" "1" "0"
"5" "Bacteria.Cyanobacteria.Chloroplast.CAB-I." "" "#466A7B" "0.275862068965517" "0.413793103448276" "0.482758620689655"
"5" "Bacteria.Cyanobacteria.Chloroplast.Chlorophyta." "" "#002384" "0" "0.137931034482759" "0.517241379310345"
"5" "Bacteria.Cyanobacteria.Chloroplast.Chlorophyta.Chlamydomonadaceae" "Chlamydomonadaceae" "#46003E" "0.275862068965517" "0" "0.241379310344828"
"5" "Bacteria.Cyanobacteria.Chloroplast.Stramenopiles." "" "#B04F95" "0.689655172413793" "0.310344827586207" "0.586206896551724"
"5" "Bacteria.Cyanobacteria.Chloroplast.Streptophyta." "" "#313131" "0.192307692307692" "0.192307692307692" "0.192307692307692"
"5" "Bacteria.Cyanobacteria.ML635J-21.." "" "#D3FF8D" "0.827586206896552" "1" "0.551724137931034"
"5" "Bacteria.Cyanobacteria.Nostocophycideae.Nostocales.Nostocaceae" "Nostocaceae" "#091A58" "0.0344827586206897" "0.103448275862069" "0.344827586206897"
"5" "Bacteria.Cyanobacteria.Oscillatoriophycideae.Chroococcales.Xenococcaceae" "Xenococcaceae" "#3E463E" "0.241379310344828" "0.275862068965517" "0.241379310344828"
"5" "Bacteria.Cyanobacteria.Oscillatoriophycideae.Oscillatoriales.Phormidiaceae" "Phormidiaceae" "#615895" "0.379310344827586" "0.344827586206897" "0.586206896551724"
"5" "Bacteria.Cyanobacteria.Synechococcophycideae.Pseudanabaenales.Pseudanabaenaceae" "Pseudanabaenaceae" "#F6A78D" "0.96551724137931" "0.655172413793103" "0.551724137931034"
"5" "Bacteria.Cyanobacteria.Synechococcophycideae.Synechococcales.Acaryochloridaceae" "Acaryochloridaceae" "#F67BFF" "0.96551724137931" "0.482758620689655" "1"
"5" "Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae" "Deferribacteraceae" "#E5FFDC" "0.896551724137931" "1" "0.862068965517241"
