"level" "taxa" "taxashort" "hex" "R" "G" "B"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Other" "Bacillales;Other" "#3B3B3B" "0.230769230769231" "0.230769230769231" "0.230769230769231"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales." "" "#7B4672" "0.482758620689655" "0.275862068965517" "0.448275862068966"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Alicyclobacillaceae" "Alicyclobacillaceae" "#B97BFF" "0.724137931034483" "0.482758620689655" "1"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae" "Bacillaceae" "#619E00" "0.379310344827586" "0.620689655172414" "0"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Listeriaceae" "Listeriaceae" "#FFB000" "1" "0.689655172413793" "0"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae" "Paenibacillaceae" "#2C1209" "0.172413793103448" "0.0689655172413793" "0.0344827586206897"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae" "Planococcaceae" "#58FF4F" "0.344827586206897" "1" "0.310344827586207"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Sporolactobacillaceae" "Sporolactobacillaceae" "#D3CAD3" "0.827586206896552" "0.793103448275862" "0.827586206896552"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Staphylococcaceae" "Staphylococcaceae" "#454545" "0.269230769230769" "0.269230769230769" "0.269230769230769"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.Thermoactinomycetaceae" "Thermoactinomycetaceae" "#843509" "0.517241379310345" "0.206896551724138" "0.0344827586206897"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.[Exiguobacteraceae]" "[Exiguobacteraceae]" "#2C8423" "0.172413793103448" "0.517241379310345" "0.137931034482759"
"5" "Bacteria.Firmicutes.Bacilli.Bacillales.[Thermicanaceae]" "[Thermicanaceae]" "#6A1223" "0.413793103448276" "0.0689655172413793" "0.137931034482759"
"5" "Bacteria.Firmicutes.Bacilli.Gemellales.Gemellaceae" "Gemellaceae" "#723EFF" "0.448275862068966" "0.241379310344828" "1"
"5" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Other" "Lactobacillales;Other" "#2C2335" "0.172413793103448" "0.137931034482759" "0.206896551724138"
"5" "Bacteria.Firmicutes.Bacilli.Lactobacillales." "" "#46B0F6" "0.275862068965517" "0.689655172413793" "0.96551724137931"
"5" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Aerococcaceae" "Aerococcaceae" "#35E58D" "0.206896551724138" "0.896551724137931" "0.551724137931034"
"5" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae" "Carnobacteriaceae" "#FFE59E" "1" "0.896551724137931" "0.620689655172414"
"5" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae" "Enterococcaceae" "#AA672B" "0.6667" "0.4039" "0.1686"
"5" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae" "Lactobacillaceae" "#FB9A99" "0.984313725490196" "0.603921568627451" "0.6"
"5" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Leuconostocaceae" "Leuconostocaceae" "#953E9E" "0.586206896551724" "0.241379310344828" "0.620689655172414"
"5" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae" "Streptococcaceae" "#6B93D4" "0.4196" "0.5765" "0.8314"
"5" "Bacteria.Firmicutes.Bacilli.Turicibacterales.Turicibacteraceae" "Turicibacteraceae" "#DA4650" "0.854901960784314" "0.274509803921569" "0.313725490196078"
"5" "Bacteria.Firmicutes.Clostridia.Other.Other" "Clostridia;Other;Other" "#D37261" "0.827586206896552" "0.448275862068966" "0.379310344827586"
"5" "Bacteria.Firmicutes.Clostridia.Clostridiales.Other" "Clostridiales;Other" "#F4D440" "0.956862745098039" "0.831372549019608" "0.250980392156863"
"5" "Bacteria.Firmicutes.Clostridia.Clostridiales." "" "#B2DF8A" "0.698039215686274" "0.874509803921569" "0.541176470588235"
"5" "Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae" "Christensenellaceae" "#4E4E4E" "0.307692307692308" "0.307692307692308" "0.307692307692308"
"5" "Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae" "Clostridiaceae" "#A6CEE3" "0.650980392156863" "0.807843137254902" "0.890196078431372"
"5" "Bacteria.Firmicutes.Clostridia.Clostridiales.Dehalobacteriaceae" "Dehalobacteriaceae" "#FF61B0" "1" "0.379310344827586" "0.689655172413793"
"5" "Bacteria.Firmicutes.Clostridia.Eubacteriales.Eubacteriaceae" "Eubacteriaceae" "#A86666" "0.66" "0.4" "0.4"
"5" "Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae" "Lachnospiraceae" "#66A61E" "0.4" "0.650980392156863" "0.117647058823529"
"5" "Bacteria.Firmicutes.Clostridia.Peptococcales.Peptococcaceae" "Peptococcaceae" "#230023" "0.137931034482759" "0" "0.137931034482759"
"5" "Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae" "Peptostreptococcaceae" "#CCCC00" "0.8" "0.8" "0"
"5" "Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae" "Ruminococcaceae" "#1F78B4" "0.12156862745098" "0.470588235294118" "0.705882352941177"
"5" "Bacteria.Firmicutes.Negativicutes.Veillonellales.Selenomonadales.Veillonellaceae" "Veillonellaceae" "#0000CC" "0" "0" "0.8"
"5" "Bacteria.Firmicutes.Clostridia.Clostridiales.[Mogibacteriaceae]" "[Mogibacteriaceae]" "#767676" "0.461538461538462" "0.461538461538462" "0.461538461538462"
"5" "Bacteria.Firmicutes.Clostridia.Clostridiales.[Tissierellaceae]" "[Tissierellaceae]" "#FADBDB" "0.98" "0.86" "0.86"
"5" "Bacteria.Firmicutes.Clostridia.SHA-98." "" "#4F3E09" "0.310344827586207" "0.241379310344828" "0.0344827586206897"
"5" "Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacterales Family III. Incertae Sedis" "Thermoanaerobacterales Family III. Incertae Sedis" "#61B04F" "0.379310344827586" "0.689655172413793" "0.310344827586207"
"5" "Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae" "Erysipelotrichaceae" "#FFFF99" "1" "1" "0.6"
"5" "Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Fusobacteriaceae" "Fusobacteriaceae" "#005884" "0" "0.344827586206897" "0.517241379310345"
"5" "Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales.Leptotrichiaceae" "Leptotrichiaceae" "#0061CA" "0" "0.379310344827586" "0.793103448275862"
"5" "Bacteria.Gemmatimonadetes.Gemm-3.." "" "#D3612C" "0.827586206896552" "0.379310344827586" "0.172413793103448"
"5" "Bacteria.Gemmatimonadetes.Gemm-5.." "" "#D32395" "0.827586206896552" "0.137931034482759" "0.586206896551724"
"5" "Bacteria.Gemmatimonadetes.Gemmatimonadetes.." "" "#8D2CC1" "0.551724137931034" "0.172413793103448" "0.758620689655172"
"5" "Bacteria.Gemmatimonadetes.Gemmatimonadetes.Ellin5290." "" "#B9DCA7" "0.724137931034483" "0.862068965517241" "0.655172413793103"
"5" "Bacteria.Gemmatimonadetes.Gemmatimonadetes.Gemmatimonadales." "" "#58236A" "0.344827586206897" "0.137931034482759" "0.413793103448276"
"5" "Bacteria.Lentisphaerae.[Lentisphaeria].Victivallales.Victivallaceae" "Victivallaceae" "#898989" "0.538461538461538" "0.538461538461538" "0.538461538461538"
"5" "Bacteria.Nitrospirae.Nitrospira.Nitrospirales.Nitrospiraceae" "Nitrospiraceae" "#FFCAB9" "1" "0.793103448275862" "0.724137931034483"
"5" "Bacteria.Planctomycetes.028H05-P-BN-P5.." "" "#848D00" "0.517241379310345" "0.551724137931034" "0"
"5" "Bacteria.Planctomycetes.Phycisphaerae.Phycisphaerales." "" "#FF588D" "1" "0.344827586206897" "0.551724137931034"
"5" "Bacteria.Planctomycetes.Phycisphaerae.WD2101." "" "#EDB9FF" "0.931034482758621" "0.724137931034483" "1"
"5" "Bacteria.Planctomycetes.Planctomycetia.Gemmatales.Gemmataceae" "Gemmataceae" "#D3B000" "0.827586206896552" "0.689655172413793" "0"
"5" "Bacteria.Planctomycetes.Planctomycetia.Gemmatales.Isosphaeraceae" "Isosphaeraceae" "#84D3FF" "0.517241379310345" "0.827586206896552" "1"
"5" "Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae" "Pirellulaceae" "#72FFD3" "0.448275862068966" "1" "0.827586206896552"
"5" "Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae" "Planctomycetaceae" "#4F099E" "0.310344827586207" "0.0344827586206897" "0.620689655172414"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.." "" "#4F58ED" "0.310344827586207" "0.344827586206897" "0.931034482758621"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.BD7-3." "" "#61B084" "0.379310344827586" "0.689655172413793" "0.517241379310345"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Caulobacteraceae" "Caulobacteraceae" "#939393" "0.576923076923077" "0.576923076923077" "0.576923076923077"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Ellin329." "" "#C1D3F6" "0.758620689655172" "0.827586206896552" "0.96551724137931"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.RF32." "" "#6D486D" "0.4275" "0.2824" "0.4275"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Other" "Rhizobiales;Other" "#DC46CA" "0.862068965517241" "0.275862068965517" "0.793103448275862"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales." "" "#B0FFF6" "0.689655172413793" "1" "0.96551724137931"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Aurantimonadaceae" "Aurantimonadaceae" "#DCFF58" "0.862068965517241" "1" "0.344827586206897"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Beijerinckiaceae" "Beijerinckiaceae" "#9E12E5" "0.620689655172414" "0.0689655172413793" "0.896551724137931"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Bradyrhizobiaceae" "Bradyrhizobiaceae" "#9D9D9D" "0.615384615384615" "0.615384615384615" "0.615384615384615"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Brucellaceae" "Brucellaceae" "#CAB07B" "0.793103448275862" "0.689655172413793" "0.482758620689655"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Hyphomicrobiaceae" "Hyphomicrobiaceae" "#7B8DA7" "0.482758620689655" "0.551724137931034" "0.655172413793103"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Methylobacteriaceae" "Methylobacteriaceae" "#1272C1" "0.0689655172413793" "0.448275862068966" "0.758620689655172"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Methylocystaceae" "Methylocystaceae" "#FF613E" "1" "0.379310344827586" "0.241379310344828"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Phyllobacteriaceae" "Phyllobacteriaceae" "#CA7200" "0.793103448275862" "0.448275862068966" "0"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae" "Rhizobiaceae" "#72462C" "0.448275862068966" "0.275862068965517" "0.172413793103448"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhodobiaceae" "Rhodobiaceae" "#7BC100" "0.482758620689655" "0.758620689655172" "0"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Xanthobacteraceae" "Xanthobacteraceae" "#C1DCD3" "0.758620689655172" "0.862068965517241" "0.827586206896552"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Hyphomonadaceae" "Hyphomonadaceae" "#B09512" "0.689655172413793" "0.586206896551724" "0.0689655172413793"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae" "Rhodobacteraceae" "#612C46" "0.379310344827586" "0.172413793103448" "0.275862068965517"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales." "" "#D37BCA" "0.827586206896552" "0.482758620689655" "0.793103448275862"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Acetobacteraceae" "Acetobacteraceae" "#FF4F61" "1" "0.310344827586207" "0.379310344827586"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae" "Rhodospirillaceae" "#4F8DFF" "0.310344827586207" "0.551724137931034" "1"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales." "" "#9E124F" "0.620689655172414" "0.0689655172413793" "0.310344827586207"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.Rickettsiaceae" "Rickettsiaceae" "#464658" "0.275862068965517" "0.275862068965517" "0.344827586206897"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.mitochondria" "mitochondria" "#61E5D3" "0.379310344827586" "0.896551724137931" "0.827586206896552"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales." "" "#F6F68D" "0.96551724137931" "0.96551724137931" "0.551724137931034"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales.Erythrobacteraceae" "Erythrobacteraceae" "#A76135" "0.655172413793103" "0.379310344827586" "0.206896551724138"
"5" "Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae" "Sphingomonadaceae" "#A7A7A7" "0.653846153846154" "0.653846153846154" "0.653846153846154"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Other.Other" "Betaproteobacteria;Other;Other" "#FF00D3" "1" "0" "0.827586206896552"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.." "" "#8D4F58" "0.551724137931034" "0.310344827586207" "0.344827586206897"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.ASSO-13." "" "#B96AD3" "0.724137931034483" "0.413793103448276" "0.827586206896552"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Other" "Burkholderiales;Other" "#D39EC1" "0.827586206896552" "0.620689655172414" "0.758620689655172"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales." "" "#00612C" "0" "0.379310344827586" "0.172413793103448"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Alcaligenaceae" "Alcaligenaceae" "#CAB2D6" "0.792156862745098" "0.698039215686274" "0.83921568627451"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Burkholderiaceae" "Burkholderiaceae" "#B1B1B1" "0.692307692307692" "0.692307692307692" "0.692307692307692"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Comamonadaceae" "Comamonadaceae" "#26C281" "0.149" "0.7608" "0.5059"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae" "Oxalobacteraceae" "#350972" "0.206896551724138" "0.0344827586206897" "0.448275862068966"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Ellin6067." "" "#7BD3DC" "0.482758620689655" "0.827586206896552" "0.862068965517241"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Gallionellales.Gallionellaceae" "Gallionellaceae" "#001A2C" "0" "0.103448275862069" "0.172413793103448"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.IS-44." "" "#DC0009" "0.862068965517241" "0" "0.0344827586206897"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.MND1." "" "#9E7B35" "0.620689655172414" "0.482758620689655" "0.206896551724138"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Methylophilales." "" "#726A23" "0.448275862068966" "0.413793103448276" "0.137931034482759"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Methylophilales.Methylophilaceae" "Methylophilaceae" "#BABABA" "0.730769230769231" "0.730769230769231" "0.730769230769231"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Neisseriales.Neisseriaceae" "Neisseriaceae" "#C4C4C4" "0.769230769230769" "0.769230769230769" "0.769230769230769"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Rhodocyclales.Rhodocyclaceae" "Rhodocyclaceae" "#FF6A00" "1" "0.413793103448276" "0"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.SC-I-84." "" "#FF8DED" "1" "0.551724137931034" "0.931034482758621"
"5" "Bacteria.Proteobacteria.Betaproteobacteria.Thiobacterales." "" "#C1FFB9" "0.758620689655172" "1" "0.724137931034483"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.." "" "#C1D384" "0.758620689655172" "0.827586206896552" "0.517241379310345"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Bdellovibrionales.Bacteriovoracaceae" "Bacteriovoracaceae" "#E58D61" "0.896551724137931" "0.551724137931034" "0.379310344827586"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Bdellovibrionales.Bdellovibrionaceae" "Bdellovibrionaceae" "#3E2CA7" "0.241379310344828" "0.172413793103448" "0.655172413793103"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae" "Desulfovibrionaceae" "#5298A1" "0.3216" "0.5961" "0.6314"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.MIZ46." "" "#9EB09E" "0.620689655172414" "0.689655172413793" "0.620689655172414"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales.Other" "Myxococcales;Other" "#848461" "0.517241379310345" "0.517241379310345" "0.379310344827586"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales." "" "#FF7B35" "1" "0.482758620689655" "0.206896551724138"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales.0319-6G20" "0319-6G20" "#5858C1" "0.344827586206897" "0.344827586206897" "0.758620689655172"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales.Haliangiaceae" "Haliangiaceae" "#4FC12C" "0.310344827586207" "0.758620689655172" "0.172413793103448"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales.Myxococcaceae" "Myxococcaceae" "#8DB000" "0.551724137931034" "0.689655172413793" "0"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales.Nannocystaceae" "Nannocystaceae" "#C1B9F6" "0.758620689655172" "0.724137931034483" "0.96551724137931"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales.Polyangiaceae" "Polyangiaceae" "#FFDC4F" "1" "0.862068965517241" "0.310344827586207"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Spirobacillales." "" "#726161" "0.448275862068966" "0.379310344827586" "0.379310344827586"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Syntrophobacterales.Syntrophaceae" "Syntrophaceae" "#722C1A" "0.448275862068966" "0.172413793103448" "0.103448275862069"
"5" "Bacteria.Proteobacteria.Deltaproteobacteria.Syntrophobacterales.Syntrophobacteraceae" "Syntrophobacteraceae" "#460900" "0.275862068965517" "0.0344827586206897" "0"
"5" "Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Campylobacteraceae" "Campylobacteraceae" "#84468D" "0.517241379310345" "0.275862068965517" "0.551724137931034"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Aeromonadaceae" "Aeromonadaceae" "#6A3ED3" "0.413793103448276" "0.241379310344828" "0.827586206896552"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Succinivibrionaceae" "Succinivibrionaceae" "#849EFF" "0.517241379310345" "0.620689655172414" "1"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.Alteromonadaceae" "Alteromonadaceae" "#61006A" "0.379310344827586" "0" "0.413793103448276"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.Idiomarinaceae" "Idiomarinaceae" "#9E3500" "0.620689655172414" "0.206896551724138" "0"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.Shewanellaceae" "Shewanellaceae" "#7BF6B0" "0.482758620689655" "0.96551724137931" "0.689655172413793"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.[Chromatiaceae]" "[Chromatiaceae]" "#355823" "0.206896551724138" "0.344827586206897" "0.137931034482759"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Chromatiales." "" "#00A77B" "0" "0.655172413793103" "0.482758620689655"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Chromatiales.Ectothiorhodospiraceae" "Ectothiorhodospiraceae" "#8D6A9E" "0.551724137931034" "0.413793103448276" "0.620689655172414"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae" "Enterobacteriaceae" "#6A3D9A" "0.415686274509804" "0.23921568627451" "0.603921568627451"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Legionellales.Coxiellaceae" "Coxiellaceae" "#CECECE" "0.807692307692308" "0.807692307692308" "0.807692307692308"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Legionellales.Legionellaceae" "Legionellaceae" "#23093E" "0.137931034482759" "0.0344827586206897" "0.241379310344828"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Alcanivoracaceae" "Alcanivoracaceae" "#9EB958" "0.620689655172414" "0.724137931034483" "0.344827586206897"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Hahellaceae" "Hahellaceae" "#CA3E23" "0.793103448275862" "0.241379310344828" "0.137931034482759"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Halomonadaceae" "Halomonadaceae" "#D8D8D8" "0.846153846153846" "0.846153846153846" "0.846153846153846"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Oceanospirillaceae" "Oceanospirillaceae" "#D3C146" "0.827586206896552" "0.758620689655172" "0.275862068965517"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae" "Pasteurellaceae" "#E2E2E2" "0.884615384615385" "0.884615384615385" "0.884615384615385"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Other" "Pseudomonadales;Other" "#588484" "0.344827586206897" "0.517241379310345" "0.517241379310345"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae" "Moraxellaceae" "#EBEBEB" "0.923076923076923" "0.923076923076923" "0.923076923076923"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae" "Pseudomonadaceae" "#F5F5F5" "0.961538461538462" "0.961538461538462" "0.961538461538462"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Salinisphaerales.Salinisphaeraceae" "Salinisphaeraceae" "#463523" "0.275862068965517" "0.206896551724138" "0.137931034482759"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales.Pseudoalteromonadaceae" "Pseudoalteromonadaceae" "#5823FF" "0.344827586206897" "0.137931034482759" "1"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Sinobacteraceae" "Sinobacteraceae" "#009E3E" "0" "0.620689655172414" "0.241379310344828"
"5" "Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae" "Xanthomonadaceae" "#FFFFFF" "1" "1" "1"
"5" "Bacteria.Spirochaetes.Spirochaetes.Spirochaetales.Spirochaetaceae" "Spirochaetaceae" "#00DCF6" "0" "0.862068965517241" "0.96551724137931"
"5" "Bacteria.TM6.SJA-4.." "" "#D300C1" "0.827586206896552" "0" "0.758620689655172"
"5" "Bacteria.Tenericutes.Mollicutes.Acholeplasmatales.Acholeplasmataceae" "Acholeplasmataceae" "#FFB061" "1" "0.689655172413793" "0.379310344827586"
"5" "Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales.Anaeroplasmataceae" "Anaeroplasmataceae" "#129E9E" "0.0689655172413793" "0.620689655172414" "0.620689655172414"
"5" "Bacteria.Tenericutes.Mollicutes.RF39." "" "#00DCB9" "0" "0.862068965517241" "0.724137931034483"
"5" "Bacteria.Tenericutes.RF3.ML615J-28." "" "#46587B" "0.275862068965517" "0.344827586206897" "0.482758620689655"
"5" "Bacteria.Verrucomicrobia.Opitutae.Opitutales.Opitutaceae" "Opitutaceae" "#F6F6C1" "0.96551724137931" "0.96551724137931" "0.758620689655172"
"5" "Bacteria.Verrucomicrobia.Opitutae.[Cerasicoccales].[Cerasicoccaceae]" "[Cerasicoccaceae]" "#E561FF" "0.896551724137931" "0.379310344827586" "1"
"5" "Bacteria.Verrucomicrobia.Verruco-5.WCHB1-41.RFP12" "RFP12" "#D38D9E" "0.827586206896552" "0.551724137931034" "0.620689655172414"
"5" "Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Verrucomicrobiaceae" "Verrucomicrobiaceae" "#1B9E77" "0.105882352941176" "0.619607843137255" "0.466666666666667"
"5" "Bacteria.Verrucomicrobia.[Pedosphaerae].[Pedosphaerales]." "" "#8DA761" "0.551724137931034" "0.655172413793103" "0.379310344827586"
"5" "Bacteria.Verrucomicrobia.[Spartobacteria].[Chthoniobacterales].[Chthoniobacteraceae]" "[Chthoniobacteraceae]" "#95B0D3" "0.586206896551724" "0.689655172413793" "0.827586206896552"
"5" "Bacteria.[Thermi].Deinococci.Deinococcales.Deinococcaceae" "Deinococcaceae" "#1A2323" "0.103448275862069" "0.137931034482759" "0.137931034482759"
"5" "Bacteria.[Thermi].Deinococci.Deinococcales.Trueperaceae" "Trueperaceae" "#FFB0B0" "1" "0.689655172413793" "0.689655172413793"
"5" "Bacteria.[Thermi].Deinococci.Thermales.Thermaceae" "Thermaceae" "#840084" "0.517241379310345" "0" "0.517241379310345"
"6" "Unassigned.Other.Other.Other.Other.Other" "Unassigned;Other;Other;Other;Other;Other" "#0000FF" "0" "0" "1"
"6" "Archaea.Crenarchaeota.Thaumarchaeota.Nitrososphaerales.Nitrososphaeraceae.Candidatus Nitrososphaera" "Candidatus Nitrososphaera" "#FF0000" "1" "0" "0"
"6" "Archaea.Euryarchaeota.Halobacteria.Halobacteriales.Halobacteriaceae.Halococcus" "Halococcus" "#00FF00" "0" "1" "0"
"6" "Archaea.Euryarchaeota.Halobacteria.Halobacteriales.Halobacteriaceae.Halorhabdus" "Halorhabdus" "#00002C" "0" "0" "0.172413793103448"
"6" "Archaea.Euryarchaeota.Halobacteria.Halobacteriales.Halobacteriaceae.Natronomonas" "Natronomonas" "#FF1AB9" "1" "0.103448275862069" "0.724137931034483"
"6" "Archaea.Euryarchaeota.Methanobacteria.Methanobacteriales.Methanobacteriaceae.Methanobrevibacter" "Methanobrevibacter" "#FFD300" "1" "0.827586206896552" "0"
"6" "Archaea.Euryarchaeota.Thermoplasmata.E2.[Methanomassiliicoccaceae].vadinCA11" "vadinCA11" "#005800" "0" "0.344827586206897" "0"
"6" "Bacteria.Acidobacteria.Acidobacteria-6.CCU21.." "" "#8484FF" "0.517241379310345" "0.517241379310345" "1"
"6" "Bacteria.Acidobacteria.Acidobacteria-6.iii1-15.." "" "#9E4F46" "0.620689655172414" "0.310344827586207" "0.275862068965517"
"6" "Bacteria.Acidobacteria.Acidobacteria-6.iii1-15.mb2424." "" "#00FFC1" "0" "1" "0.758620689655172"
"6" "Bacteria.Acidobacteria.Acidobacteriia.Acidobacteriales.Acidobacteriaceae." "" "#008495" "0" "0.517241379310345" "0.586206896551724"
